epoch	loss	v_loss	|	v_mae	v_sa	v_pr25	v_n/a	|	t_mae	t_sa	t_pr25	t_n/a
166	0.8445	2.9914	|	1.3178	33.4473	35.2459	0.0000	|	2.0244	-1.7049	29.6000	0.0000	|  Best result at epoch 152
167	0.9935	2.9033	|	1.2711	35.8022	37.7049	0.0000	|	2.0861	-4.8048	28.0000	0.0000	|  Best result at epoch 152
168	0.9046	2.8914	|	1.2586	36.4375	34.4262	0.0000	|	2.0845	-4.7239	26.4000	0.0000	|  Best result at epoch 152
169	0.9673	3.1474	|	1.3598	31.3237	33.6066	0.0000	|	2.0494	-2.9616	35.2000	0.0000	|  Best result at epoch 152
170	0.9701	3.2372	|	1.3458	32.0295	30.3279	0.0000	|	2.1506	-8.0425	25.6000	0.0000	|  Best result at epoch 152
171	0.8329	3.1212	|	1.3531	31.6632	34.4262	0.0000	|	2.0239	-1.6760	26.4000	0.0000	|  Best result at epoch 152
172	0.9408	2.8525	|	1.2914	34.7792	32.7869	0.0000	|	1.9788	0.5873	32.0000	0.0000	|  Best result at epoch 152
173	0.7327	3.2372	|	1.2959	34.5538	34.4262	0.0000	|	2.1551	-8.2707	23.2000	0.0000	|  Best result at epoch 152
174	0.7141	3.5552	|	1.3561	31.5119	27.8689	0.0000	|	2.2312	-12.0909	19.2000	0.0000	|  Best result at epoch 152
175	0.8320	2.8263	|	1.2626	36.2323	34.4262	0.0000	|	2.0649	-3.7407	24.0000	0.0000	|  Best result at epoch 152
176	0.9430	3.2092	|	1.3109	33.7952	37.7049	0.0000	|	2.0750	-4.2481	27.2000	0.0000	|  Best result at epoch 152
177	1.0362	3.1563	|	1.2887	34.9135	30.3279	0.0000	|	2.1980	-10.4243	21.6000	0.0000	|  Best result at epoch 152
178	0.7710	2.9254	|	1.2612	36.3043	36.8852	0.0000	|	2.1255	-6.7825	28.0000	0.0000	|  Best result at epoch 152
179	1.0041	2.5824	|	1.2120	38.7880	39.3443	0.0000	|	1.9601	1.5292	32.0000	0.0000	|  Best result at epoch 152
180	0.7397	2.8267	|	1.2464	37.0501	34.4262	0.0000	|	2.1479	-7.9063	22.4000	0.0000	|  Best result at epoch 152
181	1.0032	3.1707	|	1.3066	34.0132	37.7049	0.0000	|	2.1084	-5.9218	28.8000	0.0000	|  Best result at epoch 152
